date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2019-04-15 23:05:00,mooshiwa,kechieee,1,0,1,"yup, san junipero is regarded as one of the best episodes of modern tv but, personally, I prefer the episode with the abducted duchess.",,,,1117926827966783488,https://twitter.com/mooshiwa/status/1117926827966783488
2019-04-14 17:52:14,dareidowu,,0,0,1,"It's exactly 5yrs since 276 #ChibokGirls were abducted.Interfaith vigil is being held in Lagos, NY, London for the 112 girls still missing. pic.twitter.com/yvZCRCfBX7",,,#ChibokGirls,1117485729158971392,https://twitter.com/dareidowu/status/1117485729158971392
2019-04-07 11:43:15,DeviantDrive,,0,0,0,"Some of the resident of the attacked local government in zamfara have been abducted @AsoRock",,@AsoRock,,1114856158110593025,https://twitter.com/DeviantDrive/status/1114856158110593025
2019-04-02 14:46:42,Ikwiseprodigy,TosinOlugbenga,1,0,4,"Who told you Evans was paraded ?a man that kidnap,abducted many Nigerians and still on the soil of earth,is that a justice?brutality of police has been for a while now and nothing has been done to that,we Nigeria citizen are like chicken to our government and lawmakers https://twitter.com/TosinOlugbenga/status/1112991348293033984 …",,,,1113090383028932609,https://twitter.com/Ikwiseprodigy/status/1113090383028932609
2019-04-02 03:45:22,Nasidi_Kura,,0,0,0,"Unknown number of motorists were abducted after dozens of daredevil kidnappers held Abuja-Kaduna Highway to a standstill on Monday evening https://www.premiumtimesng.com/news/headlines/323535-gunmen-attack-travellers-on-abuja-kaduna-highway-abduct-many.html#.XKLaqsrVDp8.twitter …",,,#,1112923955344674816,https://twitter.com/Nasidi_Kura/status/1112923955344674816
2019-03-29 11:00:57,folayemi1234,jeffphilips1,0,0,0,"... like his bizire claim of being ""abducted"" (and miraculously escaping) on the grounds of the NAS while serious existential issues to the nation were on everyone' mind! Jokers.",,,,1111584019936882690,https://twitter.com/folayemi1234/status/1111584019936882690
2019-03-27 22:08:05,Naijapals,,0,2,3,"Journalist Abducted in Nasarawa, Wife, 3 Others Severely attacked By Gunmen https://www.gistmania.com/talk/topic,382367.0.html?utm_source=dlvr.it&utm_medium=twitter …",,,,1111027133176905728,https://twitter.com/Naijapals/status/1111027133176905728
2019-03-27 20:11:02,Naijapals,,0,3,1,"So Sad! Abducted Policeman Found Dead in Edo Forest https://www.gistmania.com/talk/topic,382353.0.html?utm_source=dlvr.it&utm_medium=twitter …",,,,1110997677309714433,https://twitter.com/Naijapals/status/1110997677309714433
2019-03-27 11:11:31,kayodeadamsng,,0,0,1,"Yo! So this is my first short story ever titled 'Leah's Plight'; a story of a young girl who was abducted alongside over a hundred of her schoolmates, but was not released when others… https://www.instagram.com/p/BvgnXpAAode/?utm_source=ig_twitter_share&igshid=e4arlyyvy2b9 …",,,,1110861905000714240,https://twitter.com/kayodeadamsng/status/1110861905000714240
2019-03-25 19:49:03,Naijapals,,0,2,5,"5 Year Old Girl, Aisha Abducted in Delta Rescued By Police in Nasarawa https://www.gistmania.com/talk/topic,382203.0.html?utm_source=dlvr.it&utm_medium=twitter …",,,,1110267368482062336,https://twitter.com/Naijapals/status/1110267368482062336
2019-03-23 11:57:36,OkikiAmosun,,1,2,1,"@naijama says it’s time to get “real” with activism. Yes, there will be distractors but we won’t stop. They don’t want to hear our talks about the abducted girls but we will continue to say #BringBackOurGirls!pic.twitter.com/DXwzUHWkkr",,@naijama,#BringBackOurGirls,1109423948649906176,https://twitter.com/OkikiAmosun/status/1109423948649906176
2019-03-14 18:20:46,FadeBae_,,0,0,0,"I just saw Abducted in plain sight . Let me not talk. I’ve already said all I want to say on my WhatsApp.",,,,1106258884958801920,https://twitter.com/FadeBae_/status/1106258884958801920
2019-03-14 15:23:55,TomaScream,,1,1,0,"Watching Abducted in plain sight and I am both shocked and confused. pic.twitter.com/RdI663gowx",,,,1106214379299713026,https://twitter.com/TomaScream/status/1106214379299713026
2019-03-10 15:52:02,ImmanuelOnRadio,,0,0,0,"Premium Times Reporter abducted at governor's polling unit over underage voting https://www.premiumtimesng.com/news/top-news/318834-premium-times-reporter-abducted-at-governors-polling-unit-over-underage-voting.html …",,,,1104771903204610053,https://twitter.com/ImmanuelOnRadio/status/1104771903204610053
2019-03-10 13:47:28,mmakesense,mmakesense,1,0,0,"UPDATED: Kunle has been released by the political thugs who abducted him. https://twitter.com/mmakesense/status/1104384461070917634 …",,,,1104740555366502401,https://twitter.com/mmakesense/status/1104740555366502401
2019-03-10 11:02:57,Olanisimi10,Tonijohnson100,1,0,0,"Oh so the physical location is actually in Pakistan , I know it's a real place but wasn't sure where it was. Then those people have been abducted by Ras's boys niyen",,,,1104699153177894912,https://twitter.com/Olanisimi10/status/1104699153177894912
2019-03-09 20:51:34,Naijapals,,0,3,8,"Journalist Abducted While Taking Photos of Under-Aged Voters in Plateau state https://www.gistmania.com/talk/topic,380621.0.html?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/wzrs30zATM",,,,1104484895546462208,https://twitter.com/Naijapals/status/1104484895546462208
2019-03-08 12:16:44,Omo_West12,,0,0,0,"Happy Birthday to my abducted father and the Vice President of Federal Republic Of Nigeria Professor Yemi Oshibanjo Many more years to come in good health..... profosinbajo @Ikorodu https://www.instagram.com/p/Buvzuj_lr6Z/?utm_source=ig_twitter_share&igshid=u7tre0wd6th3 …",,@Ikorodu,,1103992947635154949,https://twitter.com/Omo_West12/status/1103992947635154949
2019-03-07 06:57:04,Naijapals,,1,2,1,"Nigerian Man Cries Out After SARS Officers Abducted Him & Extorted N464k From His Mum https://www.gistmania.com/talk/topic,380376.0.html?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/qdVGXp5zAJ",,,,1103550111693459457,https://twitter.com/Naijapals/status/1103550111693459457
2019-03-02 10:41:03,Naijapals,,0,2,3,"SAD! How Some INEC Staff Were Abducted And Raped During 2019 Elections -INEC Commissioner For Info. https://www.gistmania.com/talk/topic,379016.0.html?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/VemtAX4SQN",,,,1101794541097504772,https://twitter.com/Naijapals/status/1101794541097504772
2019-02-27 12:25:55,HephzibahFran,,0,0,0,"NEW BOOK ALERT! A terrible plague seems to trail the African society as well as the Nigerian society as a whole. Ese Oru is a young girl who was abducted from her… https://www.instagram.com/hephzibahfrances/p/BuYpn5PgaH7/?utm_source=ig_twitter_share&igshid=1sflbgj0eihm4 …",,,,1100733769680543744,https://twitter.com/HephzibahFran/status/1100733769680543744
2019-02-25 07:38:33,Naijapals,,1,19,39,"18 corps members abducted in Akwa Ibom https://www.gistmania.com/talk/topic,378512.0.html?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/rKJSsOJa2u",,,,1099936674782441474,https://twitter.com/Naijapals/status/1099936674782441474
